,(men),002,30,0002,,Pcs,11047002002,,360 Cleaner
,,003,32,0003,,Pcs,11047003003,,360 Cleaner
,,004,34,0004,,Pcs,11047004004,,360 Cleaner
,,005,36,0005,,Pcs,11047005005,,360 Cleaner
,,,,,,,,,
048,Trouser - Gray color,001,28,0001,,Pcs,11048001001,,360 Cleaner
,(women),002,30,0002,,Pcs,11048002002,,360 Cleaner
,,003,32,0003,,Pcs,11048003003,,360 Cleaner
,,004,34,0004,,Pcs,11048004004,,360 Cleaner
,,005,36,0005,,Pcs,11048005005,,360 Cleaner
,,,,,,,,,
049,Socks,001,Men,0001,,Pcs,11049001001,,360 Cleaner
,,,,,,,,,
050,Socks,001,Women,0001,,Pcs,11050001001,,360 Cleaner
,,,,,,,,,
051,Cashier bags,001,Cashier men,0001,,Pcs,11051001001,,360 Cashier
